评论ID,国家,原始评论,分词后评论
6fdb2b76d4824ca1,中国,1.除了片尾短片彩蛋之外没有任何新增画面。,1 . 除了 片尾 短片 彩蛋 之外 没有 任何 新增 画面 。
6c31930da55c4bac,中国,电影版的结局虽然已经优化完整逻辑了，但还是让人在最后的最后憋了一口气，真的是不痛快的结局 烂尾无疑 巨小鬼更可怜,电影版 的 结局 虽然 已经 优化 完整 逻辑 了 ， 但 还是 让 人 在 最后 的 最后 憋 了 一口气 ， 真的 是 不 痛快 的 结局   烂尾 无疑   巨 小鬼 更 可怜
6ece95aa1b164eb9,中国,剧场版似乎剧情没有啥变化... 我还是很怀念巨人啊,剧场版 似乎 剧情 没有 啥 变化 ...   我 还是 很 怀念 巨人 啊
a092632cfb6c4e0b,中国,一个民族有一群仰望星空的人，他们才有希望。——黑格尔,一个 民族 有 一群 仰望 星空 的 人 ， 他们 才 有 希望 。 — — 黑格尔
3a67cb4218c147c9,中国,假如，我是说假如有人骂巨人的话我真的不明白对方是何等弱智才会有如此发言。我只能说批评的内容要么无关痛痒要么压根就没看懂。,假如 ， 我 是 说 假如 有人 骂 巨人 的话 我 真的 不 明白 对方 是 何等 弱智 才 会 有 如此 发言 。 我 只能 说 批评 的 内容 要么 无关痛痒 要么 压根 就 没 看 懂 。
4182d76bd7b247b7,中国,神作 无需多言,神作   无需 多言
3a1d4fcbe2154d49,中国,神作，结局并没有说的那么烂，而且里面草灰蛇线，伏脉千里，更是令人始料未及，作为反战题材，更是达到了许多动漫未曾抵达的高度，其马来篇更是将这部动漫的深度拉上了无人可及的地方，而且真正的结局，也并不是三笠斩下艾伦的头，而是一位少年又一次走进了那可树下，战争永远不会停止，这是人类的第一大罪，真正的地鸣总有一天会彻底发动。,神作 ， 结局 并 没有 说 的 那么 烂 ， 而且 里面 草灰 蛇线 ， 伏脉 千里 ， 更是 令人 始料未及 ， 作为 反战 题材 ， 更是 达到 了 许多 动漫 未曾 抵达 的 高度 ， 其 马来 篇 更是 将 这部 动漫 的 深度 拉上 了 无人 可及 的 地方 ， 而且 真正 的 结局 ， 也 并 不是 三笠 斩 下 艾伦 的 头 ， 而是 一位 少年 又 一次 走进 了 那 可树下 ， 战争 永远 不会 停止 ， 这是 人类 的 第一 大罪 ， 真正 的 地鸣 总有一天 会 彻底 发动 。
d948752b83514b5e,中国,前后左右哭得稀里哗啦。i can tell。,前后左右 哭 得 稀里哗啦 。 i   can   tell 。
e84dc55a2a0a478f,中国,大周二的着急忙慌去影院看了。虽然加上漫画算是看了三遍还是大悲大泪，但最后的彩蛋又添了些小小的慰藉…在平行世界里三人组也可以是为了一部电影吵吵闹闹的高中生??,大 周二 的 着 急忙 慌去 影院 看 了 。 虽然 加上 漫画 算是 看 了 三遍 还是 大悲 大泪 ， 但 最后 的 彩蛋 又 添 了 些 小小的 慰藉 … 在 平行 世界 里 三人组 也 可以 是 为了 一部 电影 吵吵闹闹 的 高中生 ??
796819cb0ea64eb9,中国,HOYTS Sunnybank. 昨天还补了前三季chronicles 电影。原来是这样的一个故事啊。看完亮灯站起来发现有一个金发老太太单独一人来看，想知道她的故事哈哈哈哈,HOYTS   Sunnybank .   昨天 还 补 了 前三季 chronicles   电影 。 原来 是 这样 的 一个 故事 啊 。 看 完 亮灯 站 起来 发现 有 一个 金发 老太太 单独 一人 来看 ， 想 知道 她 的 故事 哈哈哈哈
67ecb33823ae4c92,中国,缺少了第四季前面那些马莱人的故事作为铺垫，这最后两个小时给人的震撼减了不少。 \n很喜欢最后彩蛋里艾伦的话，能和好朋友一起看一部电影就已经很幸福了。 240227 with czt&qr,缺少 了 第四季 前面 那些 马莱人 的 故事 作为 铺垫 ， 这 最后 两个 小时 给 人 的 震撼 减了 不少 。   \ n 很 喜欢 最后 彩蛋 里 艾伦 的话 ， 能 和 好 朋友 一起 看 一部 电影 就 已经 很 幸福 了 。   240227   with   czt & qr
170fc6c71bfd4e83,中国,for 美高彩蛋??不管哪个世界观都是可爱的EMA三人组。“伏笔都回收了结局很好”vs“我可是等了十年！根本没有合理的答案 这结局不好”vs“一起看电影很开心下次还有一起”啊啊完美映射了当年看完139（加页版）的三种主要心情,for   美高 彩蛋 ?? 不管 哪个 世界观 都 是 可爱 的 EMA 三人组 。 “ 伏笔 都 回收 了 结局 很 好 ” vs “ 我 可是 等 了 十年 ！ 根本 没有 合理 的 答案   这 结局 不好 ” vs “ 一起 看 电影 很 开心 下次 还有 一起 ” 啊 啊 完美 映射 了 当年 看 完 139 （ 加页 版 ） 的 三种 主要 心情
bd6ea5a13f8e43b7,中国,还是无法共情,还是 无法 共情
95a75d30f7124b30,中国,没想到是去年上映的 片尾的彩蛋很有意思 三个人永远活在没有战争的平行时空里一直一直幸福下去吧,没想到 是 去年 上映 的   片尾 的 彩蛋 很 有意思   三个 人 永远 活在 没有 战争 的 平行 时空 里 一直 一直 幸福 下去 吧
2e273c1041194ec3,中国,补了一下就当二刷,补 了 一下 就 当二刷
31f0c507d6144fdc,中国,其实坏人可以都让吉克当，没必要让艾伦黑化。有点为了特定的场面而硬编剧情。,其实 坏人 可以 都 让 吉克当 ， 没 必要 让 艾伦 黑化 。 有点 为了 特定 的 场面 而 硬 编剧 情 。
bc36c3815fe4427e,中国,可以在电影院看巨人真好,可以 在 电影院 看 巨人 真 好
0bebbc55ba4f40a8,中国,看到了一个并不圆满但是回收了之前草蛇灰线的伏笔的结局，十年值得了。彩蛋很可爱，感觉是特地为了安慰伤心的观众，明明是主角+反派，但看到最后也没办法责怪杀了全世界八成人的艾伦。谏山创的台词设计一般，艾伦最后的独白有点尬，但这不影响全片的精彩性。,看到 了 一个 并 不 圆满 但是 回收 了 之前 草蛇灰线 的 伏笔 的 结局 ， 十年 值得 了 。 彩蛋 很 可爱 ， 感觉 是 特地 为了 安慰 伤心 的 观众 ， 明明 是 主角 + 反派 ， 但 看到 最后 也 没 办法 责怪 杀 了 全世界 八成 人 的 艾伦 。 谏 山创 的 台词 设计 一般 ， 艾伦 最后 的 独白 有点 尬 ， 但 这 不 影响 全片 的 精彩 性 。
c8204451cdcc4d4d,中国,截止2024年地球最屌的电影，不懂的人一分钟都云里雾里，懂的人每秒钟都是鸡皮疙瘩,截止 2024 年 地球 最 屌 的 电影 ， 不 懂 的 人 一分钟 都 云里雾里 ， 懂 的 人 每秒钟 都 是 鸡皮疙瘩
8399ba4a16da480b,中国,EMPEROR CINEMAS LISBOETA 25.01.24 15:20,EMPEROR   CINEMAS   LISBOETA   25.01 . 24   15 : 20
665b3ad95f9944d3,中国,又在电影院充值了一下信仰！,又 在 电影院 充值 了 一下 信仰 ！
78741785d3df44b8,中国,そこまで格好悪いことを言うと…,そ こ ま で 格好 悪 い こ と を 言 う と …
649c0cbb12144a2f,中国,时长过多有些啰嗦，但还是好作品。,时长 过 多 有些 啰嗦 ， 但 还是 好 作品 。
9633b493df2d49df,中国,总集篇原来是完结篇的整合。最后的彩蛋很棒。,总集 篇 原来 是 完结篇 的 整合 。 最后 的 彩蛋 很棒 。
98a6c7a150294a18,中国,在電影院看真的太爽了??結尾彩蛋有要展開巨人宇宙的意思,在電 影院 看 真的 太爽了 ? ? 結尾 彩蛋 有要 展開 巨人 宇宙 的 意思
bcbbcdda96054fc4,中国,这就是结局了吧，献出心脏的结局。,这 就是 结局 了 吧 ， 献出 心脏 的 结局 。
a84fa76fd3674eea,中国,主要是为了看一下彩蛋，巨人再过一百年我也会喜欢，我爱所有人,主要 是 为了 看 一下 彩蛋 ， 巨人 再 过 一百年 我 也 会 喜欢 ， 我 爱 所有人
1a363d60264a4f2b,中国,法国重映整个厅都坐满了，影厅里面还有仨工作人员维持秩序，不知道的以为时光倒流到小丑枪击案那一年了（111）。新老二次元齐聚一堂啥年龄段都有啊啊，算是弥补了一下我中学时代没看过进击的巨人的空白吧。但说实话这个世界观和价值观我真的get不到，打斗场面蛮帅的而且高光基本给到女生，音乐好听，情节组织得比较稀烂。最后mikasa抱着艾伦的头到处走有点地狱笑话那意思…播完之后小孩子们集体鼓掌了。氮素他们在中间某些地方笑得也很开心，有时候我觉得法国人根本无法理解大悲之中的惨淡的微笑，无论什么时候笑都给人感觉很浅薄很无脑。（不是怎么还有两部final season，差点评错分。）,法国 重映 整个 厅 都 坐满 了 ， 影厅 里面 还有 仨 工作人员 维持秩序 ， 不 知道 的 以为 时光倒流 到 小丑 枪击案 那 一年 了 （ 111 ） 。 新老 二次元 齐聚一堂 啥 年龄段 都 有 啊 啊 ， 算是 弥补 了 一下 我 中学 时代 没 看过 进击 的 巨人 的 空白 吧 。 但 说实话 这个 世界观 和 价值观 我 真的 get 不到 ， 打斗 场面 蛮帅 的 而且 高光 基本 给 到 女生 ， 音乐 好听 ， 情节 组织 得 比较 稀烂 。 最后 mikasa 抱 着 艾伦 的 头 到处 走 有点 地狱 笑话 那 意思 … 播完 之后 小孩子 们 集体 鼓掌 了 。 氮素 他们 在 中间 某些 地方 笑 得 也 很 开心 ， 有时候 我 觉得 法国人 根本无法 理解 大悲 之中 的 惨淡 的 微笑 ， 无论 什么 时候 笑 都 给 人 感觉 很 浅薄 很 无脑 。 （ 不是 怎么 还有 两部 final   season ， 差 点评 错 分 。 ）
25fcbc330d9c434c,中国,到死都不会忘。,到 死 都 不会 忘 。
f8f4d02656724f8a,中国,Requiem,Requiem
8084f847451643bd,中国,“路上小心，艾伦”,“ 路上 小心 ， 艾伦 ”
121ed5fc24c74a14,中国,等于把最终章再看一遍，终于结束了呢,等于 把 最终 章 再 看一遍 ， 终于 结束 了 呢
cbff1139209340f8,中国,没想到有一天在大荧幕上看到巨人的完结篇。。,没想到 有 一天 在 大 荧幕 上 看到 巨人 的 完结篇 。 。
f4f34646adf243a4,中国,结束了。有遗憾但又最好的结局。谢谢你艾伦，辛苦了。三笠去寻找你的幸福吧。,结束 了 。 有 遗憾 但 又 最好 的 结局 。 谢谢 你 艾伦 ， 辛苦 了 。 三笠 去 寻找 你 的 幸福 吧 。
8b203ae31c774d00,中国,看完进击的巨人，像做了一个个长长的梦，梦里的艾伦依然正义，但是这世界像个巨大的染池，谁都无法幸免，恶与未竟的一切，唉，放的是前两集的合集，加了最后的观众视角画中画，有点失望,看 完 进击 的 巨人 ， 像 做 了 一个个 长长的 梦 ， 梦里 的 艾伦 依然 正义 ， 但是 这 世界 像 个 巨大 的 染池 ， 谁 都 无法 幸免 ， 恶 与 未竟 的 一切 ， 唉 ， 放 的 是 前 两集 的 合集 ， 加 了 最后 的 观众 视角 画中画 ， 有点 失望
206dd216e7e146cf,中国,同样作为最后几集剪辑成的总集篇，比隔壁钢炼好看多了，厚古薄今不可取,同样 作为 最后 几集 剪辑 成 的 总集 篇 ， 比 隔壁 钢炼 好看 多 了 ， 厚古薄今 不 可取
c838be20601d459b,中国,一次看个爽,一次 看个 爽
4126722020a04972,中国,只是观众而已,只是 观众 而已
bc918957f1ce41c2,中国,补彩蛋，旋风影院清洁工利歪俺笑到了,补 彩蛋 ， 旋风 影院 清洁工 利歪 俺 笑 到 了
179770421adc4d7b,中国,为十年划上一个圆满的句号,为 十年 划 上 一个 圆满 的 句号
685911df7a8c4796,中国,心臓を捧げよ!,心 臓 を 捧 げ よ !
3f6551778be24100,中国,路上小心，艾伦。,路上 小心 ， 艾伦 。
644f4c9c4da54980,中国,写不好哲学，没想清楚政治就不要写。瞎输出些东西嚯嚯你眼中自以为希望的青少年。,写 不好 哲学 ， 没 想 清楚 政治 就 不要 写 。 瞎 输出 些 东西 嚯 嚯 你 眼中 自 以为 希望 的 青少年 。
3dda27940ab24fa3,中国,国内为什么不上映π_π,国内 为什么 不 上映 π _ π
781b1719ca1e4e11,中国,片尾彩蛋蛮好,片尾 彩蛋 蛮 好
30167333f2bd4841,中国,算是很完整的故事了，三观和人设都不喜欢，但，场面设计是非常牛,算是 很 完整 的 故事 了 ， 三观 和 人设 都 不 喜欢 ， 但 ， 场面 设计 是 非常 牛
ed63429862c34d86,中国,mappa还原漫画真的很优秀，到最终的最终，感谢mappa，不然可能真的没办法看到动起来的巨人了,mappa 还原 漫画 真的 很 优秀 ， 到 最终 的 最终 ， 感谢 mappa ， 不然 可能 真的 没 办法 看到 动 起来 的 巨人 了
8885c49c55fe4084,中国,前篇后篇竟然又能合成出来一个剧场版，可谓是文学价值和商业价值并重的佳作。,前篇后 篇 竟然 又 能 合成 出来 一个 剧场版 ， 可谓 是 文学 价值 和 商业价值 并重 的 佳作 。
5ce1ad018a5149bc,中国,在大屏幕上看兵长 看韩吉 真开心. 看到最后官方自己的吐槽大家都笑了. 那是十多年的岁月啊!!,在 大屏幕 上 看 兵长   看 韩吉   真 开心 .   看到 最后 官方 自己 的 吐 槽 大家 都 笑 了 .   那 是 十多年 的 岁月 啊 ! !
ecd52bfa3ec54588,中国,巴尔的摩暴雪也没有阻止我们去电影院的心,巴尔的摩 暴雪 也 没有 阻止 我们 去 电影院 的 心
ee742697647c45f5,中国,韩吉那一段没bgm的时候整个影厅只有哭抽抽的声音、,韩吉 那 一段 没 bgm 的 时候 整个 影厅 只有 哭 抽抽 的 声音 、
29adcc0931d04bf1,中国,我以为三十岁之后就不会犯中二了,我 以为 三十岁 之后 就 不会 犯中 二 了
e748152cb8af4d5f,中国,现实主义的结局愈发深刻，但我始终不能和解谏人只用一话就把自己的角色拉踩成了拥有超能力的傻逼。即使如此，这也是过去十年最伟大的动画。,现实主义 的 结局 愈发 深刻 ， 但 我 始终 不能 和解 谏 人 只用 一话 就 把 自己 的 角色 拉 踩 成 了 拥有 超能力 的 傻 逼 。 即使如此 ， 这 也 是 过去 十年 最 伟大 的 动画 。
2e74d68de75c4a58,中国,补标，去年看完的，忘记标记了。,补标 ， 去年 看 完 的 ， 忘记 标记 了 。
2f7ee82d75fa450a,中国,进击的巨人。,进击 的 巨人 。
3b62a5ab7d16483f,中国,再看一遍依然五星，片尾动画立意深刻，不管和平是怎么来的，都只能短暂地保持，人类永远不珍惜来之不易的和平，当时间长了，力量不均衡了，人类又会开始互相争斗！结尾彩蛋大惊喜，剧中人活到了现实中，幸福的事不就是几个好朋友一起去看电影么，关注的不是剧情和结局，而是朋友在一起的感觉！,再 看一遍 依然 五星 ， 片尾 动画 立意 深刻 ， 不管 和平 是 怎么 来 的 ， 都 只能 短暂 地 保持 ， 人类 永远 不 珍惜 来之不易 的 和平 ， 当 时间 长 了 ， 力量 不 均衡 了 ， 人类 又 会 开始 互相 争斗 ！ 结尾 彩蛋 大 惊喜 ， 剧中人 活到 了 现实 中 ， 幸福 的 事 不 就是 几个 好 朋友 一起 去 看 电影 么 ， 关注 的 不是 剧情 和 结局 ， 而是 朋友 在 一起 的 感觉 ！
60d4f7dbd37e41e2,中国,谢谢，我的十一年又正式结束了一次。,谢谢 ， 我 的 十一年 又 正式 结束 了 一次 。
bda9263e03df4d94,中国,爱过,爱过
0ca832eaa2e549ed,中国,这个作者没有了解过社会主义中国，所以只能想象出人类的争斗只会无休止的弱智想法,这个 作者 没有 了解 过 社会主义 中国 ， 所以 只能 想象 出 人类 的 争斗 只会 无休止 的 弱智 想法
15e4fa935e804eae,中国,哭死了 在影院把韩吉送走.....,哭死了   在 影院 把 韩吉 送走 .....
b2b8bd9dd45640f6,中国,你们看到了吗，这就是你们献出心脏的结局。,你们 看到 了 吗 ， 这 就是 你们 献出 心脏 的 结局 。
394524a4b0b64e60,中国,这就是自由,这 就是 自由
f3510a2a8419460c,中国,看了总集篇稍微有些释然，以前对结局多么的不满也好像找到了点也许是自适应的解释。 “一个随处可见的笨蛋，得到了莫大的力量，就只会迎来这种无意义的结局。”这应该是谏山创本人对于艾伦自己以及他所象征的军国主义人物的真实想法了。所以他最后无论多么的出洋相我都明白，那其实是真实的他：以为能震撼乾坤其实不过是个没几年好活的傻子。帕拉迪岛现代化后的战争中有他墓碑的一个镜头，那也许是炮火和他之间的互相嘲讽吧。无论如何，这场横跨 12 年的漫长的梦，终于要告别了。,看 了 总集 篇 稍微 有些 释然 ， 以前 对 结局 多么 的 不满 也 好像 找到 了 点 也许 是 自 适应 的 解释 。   “ 一个 随处可见 的 笨蛋 ， 得到 了 莫大 的 力量 ， 就 只会 迎来 这种 无 意义 的 结局 。 ” 这 应该 是 谏 山创 本人 对于 艾伦 自己 以及 他 所 象征 的 军国主义 人物 的 真实 想法 了 。 所以 他 最后 无论 多么 的 出洋相 我 都 明白 ， 那 其实 是 真实 的 他 ： 以为 能 震撼 乾坤 其实 不过 是 个 没 几年 好活 的 傻子 。 帕拉迪 岛 现代化 后 的 战争 中有 他 墓碑 的 一个 镜头 ， 那 也许 是 炮火 和 他 之间 的 互相 嘲讽 吧 。 无论如何 ， 这场 横跨   12   年 的 漫长 的 梦 ， 终于 要 告别 了 。
7b7e77a67b6144e8,中国,加了好多新镜头。又想说莉莉到底为什么那么爱文子了,加 了 好多 新 镜头 。 又 想 说 莉莉 到底 为什么 那么 爱文子 了
d3da1305ed15488b,中国,这就画上句号了吗？,这 就 画 上 句号 了 吗 ？
d4b4c28cc82949a6,中国,2025.1 没看完动画直接看结局的感受确实是烂尾,2025.1   没看 完 动画 直接 看 结局 的 感受 确实 是 烂尾
91aeeb824c7b42d6,中国,是在這裡把結尾看了，於是看到了最好版本的結尾吧??,是 在 這裡 把 結尾 看 了 ， 於 是 看到 了 最好 版本 的 結尾 吧 ? ?
8a4e6c2b9afa4e36,中国,还是挺奇妙的，快速看完了总集篇，居然有了想把巨人再看一遍的想法。,还是 挺 奇妙 的 ， 快速 看 完 了 总集 篇 ， 居然 有 了 想 把 巨人 再 看一遍 的 想法 。
3857c4dd81044e01,中国,为了彩蛋又虐一遍,为了 彩蛋 又 虐 一遍
2672055932d84073,中国,歴史は繰り返す。,歴 史 は 繰 り 返 す 。
9929be419b564420,中国,仅仅是因为去除执念吗？,仅仅 是因为 去除 执念 吗 ？
86bac2a337604a19,中国,已下,已下
72b3f16da4d04780,中国,想了半天也写不出评论，算了,想 了 半天 也 写 不出 评论 ， 算了
ae6fca755ae044c9,中国,感受都在别的词条下说了，总之《巨人》一定会是超越时代的经典！I’m sure of it！片尾曲的战火是心里永远的痛……但最后看电影的三个人简直绝了！！Armin会是眼镜小学究，Mikasa是哥特女神，而Eren是珍惜友情的好宝宝。哦对，还有清洁工Levi??，太可爱了！唯一更适合打仗的人就是他了！“所以巨人到底真的存在吗？”镜头给到了Ymir觉醒的大树。神了。,感受 都 在 别的 词条 下 说 了 ， 总之 《 巨人 》 一定 会 是 超越 时代 的 经典 ！ I ’ m   sure   of   it ！ 片尾曲 的 战火 是 心里 永远的痛 … … 但 最后 看 电影 的 三个 人 简直 绝 了 ！ ！ Armin 会 是 眼镜 小 学究 ， Mikasa 是 哥特 女神 ， 而 Eren 是 珍惜 友情 的 好 宝宝 。 哦 对 ， 还有 清洁工 Levi ?? ， 太 可爱 了 ！ 唯一 更 适合 打仗 的 人 就是 他 了 ！ “ 所以 巨人 到底 真的 存在 吗 ？ ” 镜头 给 到 了 Ymir 觉醒 的 大树 。 神 了 。
a490aa4071e64031,中国,和板橋さん去看 果然还是又一次让我想起了零之镇魂曲,和 板橋 さ ん 去 看   果然 还是 又 一次 让 我 想起 了 零之镇 魂曲
273cc861140149e8,中国,尤弥尔，一个被NPD困住了2000年的血包,尤弥尔 ， 一个 被 NPD 困住 了 2000 年 的 血包
281de1e880d64291,中国,也是在影院哭爽了，特别是最后的美高彩蛋??,也 是 在 影院 哭爽 了 ， 特别 是 最后 的 美高 彩蛋 ??
28744293fd1c49a5,中国,好好看啊 第一次看进击的巨人这个动漫系列 觉得剧情和配乐都做的好好 挺感人的 片尾的树也好好看 很漂亮 不知道在日本哪里 希望有朝一日可以去到现场亲眼看到。,好好看 啊   第一次 看 进击 的 巨人 这个 动漫 系列   觉得 剧情 和 配乐 都 做 的 好好   挺 感人 的   片尾 的 树 也好 好看   很漂亮   不 知道 在 日本 哪里   希望 有朝一日 可以 去 到 现场 亲眼看到 。
fd12d887d8a345ba,中国,很好看。但是看完很不舒服，最该得到幸福的人没有幸福,很 好看 。 但是 看 完 很 不 舒服 ， 最该 得到 幸福 的 人 没有 幸福
3708d70c9b2e4d33,中国,9.0 最後彩蛋超级惊喜,9.0   最 後 彩蛋 超级 惊喜
3326bed4f1904680,中国,重新完整从第一集看了一次巨人，又看了这部集合版的剧场版。说实话这么几年过去，再次看到结尾槽点只是笑一笑后，发现自己对结局的怨念已经消失殆尽。也许是一起看的人在为主角们感伤，也许是因为自己确实喜欢，总之实在没法在当时用“你看，这些地方很搞笑很逆天吧”这种跨时空批判来破坏观感，更多的是传达自己认为好的地方。再一次思考当年和因舆论反噬撕下粉丝标签的朋友一起骂它，究竟是因为我当时真心觉得它有这么不堪，还是只是想附和来维护气氛。不管怎样，在已经会把六分烂片标为最喜欢电影之一的现在，我也没有那么大的包袱必须要用分数和舆论去审核自己的喜欢和讨厌。我喜欢巨人，这十年内看的很爽，这就够了。,重新 完整 从 第一集 看 了 一次 巨人 ， 又 看 了 这部 集合版 的 剧场版 。 说实话 这么 几年 过去 ， 再次 看到 结尾 槽 点 只是 笑一笑 后 ， 发现自己 对 结局 的 怨念 已经 消失 殆尽 。 也许 是 一起 看 的 人 在 为 主角 们 感伤 ， 也许 是因为 自己 确实 喜欢 ， 总之 实在 没法 在 当时 用 “ 你 看 ， 这些 地方 很 搞笑 很逆天 吧 ” 这种 跨 时空 批判 来 破坏 观感 ， 更 多 的 是 传达 自己 认为 好 的 地方 。 再 一次 思考 当年 和 因 舆论 反噬 撕下 粉丝 标签 的 朋友 一起 骂 它 ， 究竟 是因为 我 当时 真心 觉得 它 有 这么 不堪 ， 还是 只是 想 附和 来 维护 气氛 。 不管怎样 ， 在 已经 会 把 六分 烂片 标为 最 喜欢 电影 之一 的 现在 ， 我 也 没有 那么 大 的 包袱 必须 要 用 分数 和 舆论 去 审核 自己 的 喜欢 和 讨厌 。 我 喜欢 巨人 ， 这 十年 内 看 的 很爽 ， 这 就 够 了 。
6720b0830a42473a,中国,10分-1合集,10 分 - 1 合集
e51878d395b64b11,中国,香港MCL戏院再看一次，多了关于“理解”的理解。每个人都如尤弥尔一样，渴望与世界产生实际的联结，渴望被理解，渴望被爱，才能战胜自我的类似于“爱情”的枷锁。三小只都好喜欢，艾伦的进击，阿尔敏的温柔，三笠的勇敢。,香港 MCL 戏院 再 看 一次 ， 多 了 关于 “ 理解 ” 的 理解 。 每个 人 都 如 尤弥尔 一样 ， 渴望 与 世界 产生 实际 的 联结 ， 渴望 被 理解 ， 渴望 被 爱 ， 才能 战胜 自我 的 类似 于 “ 爱情 ” 的 枷锁 。 三小只 都 好 喜欢 ， 艾伦 的 进击 ， 阿尔敏 的 温柔 ， 三笠 的 勇敢 。
